record_id,report_date,season,crop,state,district,weather,temperature,rainfall,crop_stage,recommendation,keywords,source_document,chunk_id,page
120,,,Maize,Maharashtra,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, andhra pradesh, tamil nadu, nadu harvesting, going, pradesh, crop, chhattisgarh andhra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00013,9
121,,,Maize,Odisha,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, andhra pradesh, tamil nadu, nadu harvesting, going, pradesh, crop, chhattisgarh andhra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00013,9
122,,,Maize,Gujarat,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, andhra pradesh, tamil nadu, nadu harvesting, going, pradesh, crop, chhattisgarh andhra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00013,9
123,,,Maize,Telangana,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, andhra pradesh, tamil nadu, nadu harvesting, going, pradesh, crop, chhattisgarh andhra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00013,9
124,,,Maize,Madhya Pradesh,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, andhra pradesh, tamil nadu, nadu harvesting, going, pradesh, crop, chhattisgarh andhra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00013,9
125,,,Maize,Rajasthan,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, andhra pradesh, tamil nadu, nadu harvesting, going, pradesh, crop, chhattisgarh andhra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00013,9
126,,,Maize,Assam,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, andhra pradesh, tamil nadu, nadu harvesting, going, pradesh, crop, chhattisgarh andhra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00013,9
127,,,Maize,West Bengal,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, andhra pradesh, tamil nadu, nadu harvesting, going, pradesh, crop, chhattisgarh andhra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00013,9
128,,,Barley,Andhra Pradesh,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, andhra pradesh, tamil nadu, nadu harvesting, going, pradesh, crop, chhattisgarh andhra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00013,9
129,,,Barley,Chhattisgarh,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, andhra pradesh, tamil nadu, nadu harvesting, going, pradesh, crop, chhattisgarh andhra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00013,9
130,,,Barley,Tamil Nadu,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, andhra pradesh, tamil nadu, nadu harvesting, going, pradesh, crop, chhattisgarh andhra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00013,9
131,,,Barley,Karnataka,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, andhra pradesh, tamil nadu, nadu harvesting, going, pradesh, crop, chhattisgarh andhra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00013,9
132,,,Barley,Maharashtra,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, andhra pradesh, tamil nadu, nadu harvesting, going, pradesh, crop, chhattisgarh andhra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00013,9
133,,,Barley,Odisha,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, andhra pradesh, tamil nadu, nadu harvesting, going, pradesh, crop, chhattisgarh andhra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00013,9
134,,,Barley,Gujarat,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, andhra pradesh, tamil nadu, nadu harvesting, going, pradesh, crop, chhattisgarh andhra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00013,9
135,,,Barley,Telangana,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, andhra pradesh, tamil nadu, nadu harvesting, going, pradesh, crop, chhattisgarh andhra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00013,9
136,,,Barley,Madhya Pradesh,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, andhra pradesh, tamil nadu, nadu harvesting, going, pradesh, crop, chhattisgarh andhra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00013,9
137,,,Barley,Rajasthan,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, andhra pradesh, tamil nadu, nadu harvesting, going, pradesh, crop, chhattisgarh andhra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00013,9
138,,,Barley,Assam,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, andhra pradesh, tamil nadu, nadu harvesting, going, pradesh, crop, chhattisgarh andhra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00013,9
139,,,Barley,West Bengal,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, andhra pradesh, tamil nadu, nadu harvesting, going, pradesh, crop, chhattisgarh andhra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00013,9
140,,,Jowar,Andhra Pradesh,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, andhra pradesh, tamil nadu, nadu harvesting, going, pradesh, crop, chhattisgarh andhra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00013,9
141,,,Jowar,Chhattisgarh,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, andhra pradesh, tamil nadu, nadu harvesting, going, pradesh, crop, chhattisgarh andhra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00013,9
142,,,Jowar,Tamil Nadu,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, andhra pradesh, tamil nadu, nadu harvesting, going, pradesh, crop, chhattisgarh andhra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00013,9
143,,,Jowar,Karnataka,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, andhra pradesh, tamil nadu, nadu harvesting, going, pradesh, crop, chhattisgarh andhra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00013,9
144,,,Jowar,Maharashtra,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, andhra pradesh, tamil nadu, nadu harvesting, going, pradesh, crop, chhattisgarh andhra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00013,9
145,,,Jowar,Odisha,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, andhra pradesh, tamil nadu, nadu harvesting, going, pradesh, crop, chhattisgarh andhra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00013,9
146,,,Jowar,Gujarat,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, andhra pradesh, tamil nadu, nadu harvesting, going, pradesh, crop, chhattisgarh andhra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00013,9
147,,,Jowar,Telangana,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, andhra pradesh, tamil nadu, nadu harvesting, going, pradesh, crop, chhattisgarh andhra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00013,9
148,,,Jowar,Madhya Pradesh,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, andhra pradesh, tamil nadu, nadu harvesting, going, pradesh, crop, chhattisgarh andhra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00013,9
149,,,Jowar,Rajasthan,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, andhra pradesh, tamil nadu, nadu harvesting, going, pradesh, crop, chhattisgarh andhra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00013,9
150,,,Jowar,Assam,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, andhra pradesh, tamil nadu, nadu harvesting, going, pradesh, crop, chhattisgarh andhra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00013,9
151,,,Jowar,West Bengal,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, andhra pradesh, tamil nadu, nadu harvesting, going, pradesh, crop, chhattisgarh andhra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00013,9
152,,,Sunflower,Maharashtra,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
153,,,Sunflower,Karnataka,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
154,,,Sunflower,Andhra Pradesh,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
155,,,Sunflower,Tamil Nadu,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
156,,,Sunflower,Madhya Pradesh,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
157,,,Sunflower,Telangana,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
158,,,Sunflower,Gujarat,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
159,,,Sunflower,Chhattisgarh,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
160,,,Sunflower,West Bengal,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
161,,,Sunflower,Odisha,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
162,,,Sunflower,Assam,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
163,,,Sunflower,Meghalaya,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
164,,,Groundnut,Maharashtra,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
165,,,Groundnut,Karnataka,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
166,,,Groundnut,Andhra Pradesh,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
167,,,Groundnut,Tamil Nadu,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
168,,,Groundnut,Madhya Pradesh,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
169,,,Groundnut,Telangana,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
170,,,Groundnut,Gujarat,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
171,,,Groundnut,Chhattisgarh,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
172,,,Groundnut,West Bengal,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
173,,,Groundnut,Odisha,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
174,,,Groundnut,Assam,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
175,,,Groundnut,Meghalaya,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
176,,,Linseed,Maharashtra,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
177,,,Linseed,Karnataka,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
178,,,Linseed,Andhra Pradesh,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
179,,,Linseed,Tamil Nadu,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
180,,,Linseed,Madhya Pradesh,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
181,,,Linseed,Telangana,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
182,,,Linseed,Gujarat,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
183,,,Linseed,Chhattisgarh,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
184,,,Linseed,West Bengal,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
185,,,Linseed,Odisha,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
186,,,Linseed,Assam,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
187,,,Linseed,Meghalaya,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
188,,,Safflower,Maharashtra,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
189,,,Safflower,Karnataka,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
190,,,Safflower,Andhra Pradesh,,,,,,No Advisory,"harvesting, harvesting going, harvesting completed, maharashtra, tamil nadu, mustard, crops, maharashtra karnataka, swing maharashtra, going maharashtra",01-04-2025_Minutes of the meeting of CWWG as on 01.04.2025.pdf,CWWG_00014,9
